activity_text,top_sdg,top_score,source_file
1 July 30 June 100% Business intelligence information architecture based on business requirements for asset management was constructed to provide business intelligence on community assets,9,0.6405447110732396,SA_Unknown__2023_alignment
Terry Buss Chief ExecuƟve City of West Torrens The Board appoints a Project Director who is responsible for implemenƟng the decisions of the Board and managing the operaƟonal requirements of the project,17,0.7257091999053955,SA_Unknown__2023_alignment
Environmental Sustainability Climate Mitigation and Adaptation Strategy This year we prepared our first Climate Mitigation and Adaptation Strategy (2023-2027) which aims to build resilience to a changing climate The Strategy focuses on Council’s role in climate mitigation and adaptation and has 6 key objectives:,13,0.9955055547952651,SA_Unknown__2023_alignment
Participants were granted a long-term loan of a Microsoft Surface laptop and monthly mobile data plan until November of 2023,9,0.9061650842229524,SA_Unknown__2023_alignment
"Invest in Palmerston City of Palmerston launched the Invest in Palmerston webpage in May 2024 The economic development website provides an initial space for us to share important information on the Local economic plan and the progress, as well as any opportunities for In Palmerston we celebrate our cultures in a way that values our diversity",17,0.8159098029136658,NT_Unknown_Urban_2024_alignment
Every year our Community Satisfaction Survey is supported through our channels including the website and social media The survey went live on 4 August 2023 and received 35 online responses (in addition to phone calls made to residents directly by the external provider),17,0.7341524958610535,NT_Unknown_Urban_2024_alignment
"Whilst offering the laundry and shower services, the program enables Orange Sky to engage with people experiencing homelessness and connect them with other services to support their wellbeing",1,0.7831075954437257,NT_Unknown_Urban_2024_alignment
"y 264 cases of abandoned vehicles y 849 cases regarding public places y 216 cases of parking compliance y 171 overgrown vacant lot compliance actions y 1162 cases of other unrelated regulatory matters Community development and programs Palmerston Youth Festival To help support the community, City of Palmerston develops strong relationships with organisations that provide social services to help deliver effective development and health and wellbeing opportunities for the whole community This is delivered through various free programs, workshops, activations and facilities",17,0.8734882871309917,NT_Unknown_Urban_2024_alignment
Irrigation There were several irrigation upgrades throughout the municipality including significant works in the following spaces; y Maurice Dog Park irrigation upgrade Palmerston Lakes y Pretty Park irrigation upgrade y Roberts Park (Gray),6,0.9472246165275572,NT_Unknown_Urban_2024_alignment
"Halloween City of Palmerston collaborated with Event Cinema and Gateway Shopping Centre to organise a free, family-friendly Halloween event over two days which included activities such as movie screenings, trick or treat, haunted house, reptiles, a 360 photo booth plus a best dressed competition The event attracted over 4,500 attendees, an increase of 1,000 from the previous year",17,0.5050723751386007,NT_Unknown_Urban_2024_alignment
"In addition to traditional media, we also engaged two local media influencers to promote content which saw their videos collectively watched more than 40,000 times",17,0.5083903670310974,NT_Unknown_Urban_2024_alignment
"Dedicated volunteers regularly monitor and clear these bins The materials collected are then recycled into new products, diverting waste from landfill and reducing litter in our waterways",12,0.9868985536694528,NT_Unknown_Urban_2024_alignment
"Hooked on Palmerston Christmas Wonderland Palmerston’s own Catch and Release Fishing Competition, Hooked on Palmerston, launched again in June 2023, with registrations open the month prior",14,0.9373627488017082,NT_Unknown_Urban_2024_alignment
An audit of potholes was completed first resulting in 206 being identified to fixed As at 30 June 2024 130 of those were filled with work continuing in to the new financial year,17,0.6598934034506481,NT_Unknown_Urban_2024_alignment
"F45, Zumba, and Get Wet The program was supported by increased exposure in marketing and promotion and has helped local providers become established in Palmerston, while community members could participate in active and wellbeing activities without financial burden",17,0.7911443710327148,NT_Unknown_Urban_2024_alignment
"Development and planning proposals City of Palmerston are a referral authority for development proposals that occur within its municipal boundaries, including proposals to rezone and subdivide land As such, we provide important advice, feedback and information on developments occurring in Palmerston This year we have received and commented on 46 development proposals, which were supported by representations made by officers at Development Consent Authority meetings As a guiding authority, we also provided input into important Northern Territory Government (NTG) strategic projects such as updates to the NTG Subdivision Development Guidelines, changes to the Telecommunication facility provisions in NT Planning Scheme 2020 as well as input towards the Greater Holtze Area Plan",11,0.85,NT_Unknown_Urban_2024_alignment
City of Palmerston has established a partnership with Orange Sky for the delivery of a free mobile laundry and shower service outside the Palmerston Recreation Centre,11,0.7032803804576397,NT_Unknown_Urban_2024_alignment
"cost of $4m and supported with funding through the State Government’s Community Infrastructure Grants Program, provides increased, connected and accessible recreational opportunities throughout West Torrens",17,0.6784914433956146,SA_Unknown_Urban_2025_alignment
we will introduce compulsory awareness training for all staff and have an independent cyber security organisation conduct security assessments on Software as a Service (SaaS) providers that we use,9,0.8389112765192985,SA_Unknown_Urban_2025_alignment
